id,price,area,rooms,energyRating,pricePerM2,bairro,priceOffset,lat,lon,url
1584882,315000,90,3,B,3500.00,olivais,0.75,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1584882
1594558,630000,97,2,B,6494.00,olivais,1.39,38.77435000,-9.10656000,https://supercasa.pt/venda-apartamento-t2-lisboa/i1594558
1344732,685000,138,3,B,4963.00,olivais,1.07,38.77435000,-9.10656000,https://supercasa.pt/venda-apartamento-t3-lisboa/i1344732
1613459,435000,58,1,A,7500.00,olivais,1.61,38.76702700,-9.10654650,https://supercasa.pt/venda-apartamento-t1-lisboa/i1613459
1594569,630000,135,3,B,4666.00,olivais,1.00,38.77435000,-9.10656000,https://supercasa.pt/venda-apartamento-t3-lisboa/i1594569
1507348,298000,70,2,C,4257.00,olivais,0.91,38.77186100,-9.11128840,https://supercasa.pt/venda-apartamento-t2-lisboa/i1507348
1594557,580000,96,2,B,6041.00,olivais,1.30,38.77435000,-9.10656000,https://supercasa.pt/venda-apartamento-t2-lisboa/i1594557
1066457,249900,77,3,D,3245.00,olivais,0.70,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1066457
1472700,265000,61,3,C,4344.00,olivais,0.93,38.76498600,-9.11718900,https://supercasa.pt/venda-apartamento-t3-lisboa/i1472700
1321386,685000,138,3,B,4963.00,olivais,1.07,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1321386
1321390,670000,147,3,B,4557.00,olivais,0.98,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1321390
1321376,640000,97,2,B,6597.00,olivais,1.42,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1321376
1548825,756000,163,3,A,4638.00,olivais,1.00,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1548825
1321378,630000,116,2,B,5431.00,olivais,1.17,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1321378
1321374,570000,116,2,B,4913.00,olivais,1.06,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1321374
1541079,598000,126,3,E,4746.00,olivais,1.02,38.77215100,-9.11794650,https://supercasa.pt/venda-moradia-t3-lisboa/i1541079
1321377,650000,116,2,B,5603.00,olivais,1.20,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1321377
1321392,655000,147,3,B,4455.00,olivais,0.96,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1321392
1321394,630000,144,3,B,4375.00,olivais,0.94,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1321394
1463692,590000,104,2,B,5673.00,olivais,1.22,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1463692
1333038,1150000,274,3,B,4197.00,olivais,0.90,38.76866990,-9.10605580,https://supercasa.pt/venda-apartamento-t3-lisboa/i1333038
1571381,295000,78,3,D,3782.00,olivais,0.81,38.77886000,-9.12141000,https://supercasa.pt/venda-apartamento-t3-lisboa/i1571381
1357966,1150000,199,3,B,5778.00,olivais,1.24,38.76895790,-9.10672990,https://supercasa.pt/venda-apartamento-t3-lisboa/i1357966
1352406,350000,96,4,E,3645.00,olivais,0.78,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t4-lisboa/i1352406
1304569,285000,53,2,D,5377.00,olivais,1.15,38.77480400,-9.11494800,https://supercasa.pt/venda-apartamento-t2-lisboa/i1304569
1584882,315000,90,3,B,3500.00,olivais,0.75,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1584882
1594558,630000,97,2,B,6494.00,olivais,1.39,38.77435000,-9.10656000,https://supercasa.pt/venda-apartamento-t2-lisboa/i1594558
1344732,685000,138,3,B,4963.00,olivais,1.07,38.77435000,-9.10656000,https://supercasa.pt/venda-apartamento-t3-lisboa/i1344732
1613459,435000,58,1,A,7500.00,olivais,1.61,38.76702700,-9.10654650,https://supercasa.pt/venda-apartamento-t1-lisboa/i1613459
1594569,630000,135,3,B,4666.00,olivais,1.00,38.77435000,-9.10656000,https://supercasa.pt/venda-apartamento-t3-lisboa/i1594569
1507348,298000,70,2,C,4257.00,olivais,0.91,38.77186100,-9.11128840,https://supercasa.pt/venda-apartamento-t2-lisboa/i1507348
1594557,580000,96,2,B,6041.00,olivais,1.30,38.77435000,-9.10656000,https://supercasa.pt/venda-apartamento-t2-lisboa/i1594557
1066457,249900,77,3,D,3245.00,olivais,0.70,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1066457
1472700,265000,61,3,C,4344.00,olivais,0.93,38.76498600,-9.11718900,https://supercasa.pt/venda-apartamento-t3-lisboa/i1472700
1321386,685000,138,3,B,4963.00,olivais,1.07,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1321386
1321390,670000,147,3,B,4557.00,olivais,0.98,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1321390
1321376,640000,97,2,B,6597.00,olivais,1.42,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1321376
1548825,756000,163,3,A,4638.00,olivais,1.00,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1548825
1321378,630000,116,2,B,5431.00,olivais,1.17,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1321378
1321374,570000,116,2,B,4913.00,olivais,1.06,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1321374
1541079,598000,126,3,E,4746.00,olivais,1.02,38.77215100,-9.11794650,https://supercasa.pt/venda-moradia-t3-lisboa/i1541079
1321377,650000,116,2,B,5603.00,olivais,1.20,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1321377
1321384,1050000,206,3,B,5097.00,olivais,1.09,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1321384
1547553,797000,240,6,E,3320.00,olivais,0.71,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t6-lisboa/i1547553
1321387,685000,147,3,B,4659.00,olivais,1.00,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1321387
1532676,595000,139,5,C,4280.00,olivais,0.92,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t5-lisboa/i1532676
1463686,650000,111,2,B,5855.00,olivais,1.26,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1463686
1463685,700000,138,3,B,5072.00,olivais,1.09,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1463685
1569773,350000,95,3,D,3684.00,olivais,0.79,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1569773
1486048,595000,139,5,C,4280.00,olivais,0.92,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t5-lisboa/i1486048
1390706,312000,72,1,C,4333.00,olivais,0.93,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t1-lisboa/i1390706
1344260,980000,195,5,C,5025.00,olivais,1.08,38.77215100,-9.11794650,https://supercasa.pt/venda-moradia-t5-lisboa/i1344260
1580184,447800,116,2,C,3860.00,olivais,0.83,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1580184
1576321,349500,55,0,C,6354.00,olivais,1.36,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t0-lisboa/i1576321
1614510,260000,55,2,D,4727.00,olivais,1.02,38.77921840,-9.11856200,https://supercasa.pt/venda-apartamento-t2-lisboa/i1614510
1523191,255000,82,4,D,3109.00,olivais,0.67,38.77128300,-9.12901200,https://supercasa.pt/venda-apartamento-t4-lisboa/i1523191
1610704,307000,89,3,A,3449.00,olivais,0.74,38.76024595,-9.11603233,https://supercasa.pt/venda-apartamento-t3-lisboa/i1610704
1570190,195000,44,1,D,4431.00,olivais,0.95,38.77762000,-9.11695000,https://supercasa.pt/venda-apartamento-t1-lisboa/i1570190
1321389,670000,138,3,B,4855.00,olivais,1.04,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1321389
1321391,655000,138,3,B,4746.00,olivais,1.02,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1321391
1102333,620000,180,4,E,3444.00,olivais,0.74,38.75813662,-9.10473960,https://supercasa.pt/venda-moradia-t4-lisboa/i1102333
1547112,1200000,365,10,A,3287.00,olivais,0.71,38.77711505,-9.11390455,https://supercasa.pt/venda-moradia-t10-lisboa/i1547112
1286999,224999,53,2,D,4245.00,olivais,0.91,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1286999
1474138,1115000,272,10,D,4099.00,olivais,0.88,38.76767900,-9.11353300,https://supercasa.pt/venda-moradia-t10-lisboa/i1474138
1593813,350000,106,4,E,3301.00,olivais,0.71,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t4-lisboa/i1593813
1441419,850000,193,4,A,4404.00,olivais,0.95,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t4-lisboa/i1441419
1540303,470000,108,2,C,4351.00,olivais,0.93,38.76845170,-9.10706800,https://supercasa.pt/venda-apartamento-t2-lisboa/i1540303
1530866,468000,160,5,D,2925.00,olivais,0.63,38.76555800,-9.11799700,https://supercasa.pt/venda-apartamento-t5-lisboa/i1530866
1549911,990000,187,6,D,5294.00,olivais,1.14,38.77519990,-9.12623710,https://supercasa.pt/venda-moradia-t6-lisboa/i1549911
1333504,675000,217,3,B,3110.00,olivais,0.67,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1333504
847423,1150000,200,3,B,5750.00,olivais,1.24,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i847423
1215722,400000,110,4,B,3636.00,olivais,0.78,38.77215100,-9.11794650,https://supercasa.pt/venda-duplex-t4-lisboa/i1215722
1505748,540000,139,2,B,3884.00,olivais,0.83,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1505748
246782,2500000,313,4,C,7987.00,olivais,1.72,38.76836400,-9.10383400,https://supercasa.pt/venda-apartamento-t4-lisboa/i246782
1324741,199000,66,2,E,3015.00,olivais,0.65,38.78005341,-9.12074979,https://supercasa.pt/venda-apartamento-t2-lisboa/i1324741
1328570,270000,85,3,D,3176.00,olivais,0.68,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1328570
1447620,250000,48,1,C,5208.00,olivais,1.12,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t1-lisboa/i1447620
1562255,389500,147,6,C,2649.00,olivais,0.57,38.76527100,-9.11190300,https://supercasa.pt/venda-apartamento-t6-lisboa/i1562255
333862,2500000,313,4,C,7987.00,olivais,1.72,38.76836400,-9.10383400,https://supercasa.pt/venda-apartamento-t4-lisboa/i333862
428030,255000,52,2,C,4903.00,olivais,1.05,38.77215100,-9.11794700,https://supercasa.pt/venda-apartamento-t2-lisboa/i428030
1562972,360000,80,3,C,4500.00,olivais,0.97,38.77143450,-9.12567819,https://supercasa.pt/venda-apartamento-t3-lisboa/i1562972
1303691,660000,183,3,D,3606.00,olivais,0.77,38.77143450,-9.12567819,https://supercasa.pt/venda-apartamento-t3-lisboa/i1303691
1567908,409000,75,1,A,5453.00,olivais,1.17,38.76766900,-9.10620500,https://supercasa.pt/venda-apartamento-t1-lisboa/i1567908
1033898,219500,50,2,F,4390.00,olivais,0.94,38.76088792,-9.11593808,https://supercasa.pt/venda-apartamento-t2-lisboa/i1033898
1203405,950000,164,3,A,5792.00,olivais,1.24,38.77763000,-9.09509100,https://supercasa.pt/venda-apartamento-t3-lisboa/i1203405
1519665,1050000,206,3,A,5097.00,olivais,1.09,38.77444220,-9.10731670,https://supercasa.pt/venda-apartamento-t3-lisboa/i1519665
1519684,580000,113,2,A,5132.00,olivais,1.10,38.77444220,-9.10731670,https://supercasa.pt/venda-apartamento-t2-lisboa/i1519684
655552,675000,95,1,B,7105.00,olivais,1.53,38.71262000,-9.20127900,https://supercasa.pt/venda-apartamento-t1-lisboa/i655552
1566982,499500,67,1,C,7455.00,olivais,1.60,38.77673000,-9.09698500,https://supercasa.pt/venda-apartamento-t1-lisboa/i1566982
1585309,349500,55,0,C,6354.00,olivais,1.36,38.77673000,-9.09698500,https://supercasa.pt/venda-apartamento-t0-lisboa/i1585309
1519682,685000,138,3,A,4963.00,olivais,1.07,38.77444220,-9.10731670,https://supercasa.pt/venda-apartamento-t3-lisboa/i1519682
1519680,685000,146,3,A,4691.00,olivais,1.01,38.77444220,-9.10731670,https://supercasa.pt/venda-apartamento-t3-lisboa/i1519680
1614448,180000,68,2,A,2647.00,olivais,0.57,38.75942000,-9.09298400,https://supercasa.pt/venda-moradia-t2-lisboa/i1614448
1611233,442000,120,3,C,3683.00,olivais,0.79,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1611233
1519683,560000,116,2,A,4827.00,olivais,1.04,38.77444220,-9.10731670,https://supercasa.pt/venda-apartamento-t2-lisboa/i1519683
1519681,500000,105,2,A,4761.00,olivais,1.02,38.77444220,-9.10731670,https://supercasa.pt/venda-apartamento-t2-lisboa/i1519681
659755,850000,110,2,C,7727.00,olivais,1.66,38.71262000,-9.20127900,https://supercasa.pt/venda-apartamento-t2-lisboa/i659755
1518892,450000,160,4,E,2812.00,olivais,0.60,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t4-lisboa/i1518892
1495131,207000,37,1,C,5594.00,olivais,1.20,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t1-lisboa/i1495131
1254408,540000,130,5,C,4153.00,olivais,0.89,38.76078000,-9.11247000,https://supercasa.pt/venda-apartamento-t5-lisboa/i1254408
1550658,174900,41,1,D,4265.00,olivais,0.92,38.76807758,-9.10995545,https://supercasa.pt/venda-apartamento-t1-lisboa/i1550658
1541107,598000,84,4,E,7119.00,olivais,1.53,38.77215100,-9.11794650,https://supercasa.pt/venda-moradia-t4-lisboa/i1541107
1603719,285000,84,4,C,3392.00,olivais,0.73,38.77634000,-9.11413800,https://supercasa.pt/venda-apartamento-t4-lisboa/i1603719
1519676,640000,116,2,A,5517.00,olivais,1.19,38.77444220,-9.10731670,https://supercasa.pt/venda-apartamento-t2-lisboa/i1519676
383697,790000,116,2,C,6810.00,olivais,1.46,38.71262000,-9.20127900,https://supercasa.pt/venda-apartamento-t2-lisboa/i383697
1519679,700000,147,3,A,4761.00,olivais,1.02,38.77444220,-9.10731670,https://supercasa.pt/venda-apartamento-t3-lisboa/i1519679
1519677,650000,116,2,A,5603.00,olivais,1.20,38.77444220,-9.10731670,https://supercasa.pt/venda-apartamento-t2-lisboa/i1519677
1551124,530000,83,3,C,6385.00,olivais,1.37,38.77509145,-9.11926699,https://supercasa.pt/venda-moradia-t3-lisboa/i1551124
1563351,438000,60,1,A,7300.00,olivais,1.57,38.76768300,-9.10764500,https://supercasa.pt/venda-apartamento-t1-lisboa/i1563351
1592916,539000,74,3,E,7283.00,olivais,1.56,38.77613500,-9.12186900,https://supercasa.pt/venda-moradia-t3-lisboa/i1592916
1518274,325000,78,3,C,4166.00,olivais,0.89,38.77896100,-9.12136800,https://supercasa.pt/venda-apartamento-t3-lisboa/i1518274
1505082,395000,109,1,B,3623.00,olivais,0.78,38.79108000,-9.09822000,https://supercasa.pt/venda-apartamento-t1-lisboa/i1505082
1208604,850000,189,4,A,4497.00,olivais,0.97,38.76808070,-9.10946740,https://supercasa.pt/venda-apartamento-t4-lisboa/i1208604
1481219,266000,77,3,E,3454.00,olivais,0.74,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i1481219
1582669,420000,88,4,D,4772.00,olivais,1.03,38.76593000,-9.11642900,https://supercasa.pt/venda-apartamento-t4-lisboa/i1582669
1519678,630000,116,2,A,5431.00,olivais,1.17,38.77444220,-9.10731670,https://supercasa.pt/venda-apartamento-t2-lisboa/i1519678
1425965,350000,113,5,C,3097.00,olivais,0.67,38.75916400,-9.10776200,https://supercasa.pt/venda-apartamento-t5-lisboa/i1425965
1519674,700000,138,3,A,5072.00,olivais,1.09,38.77444220,-9.10731670,https://supercasa.pt/venda-apartamento-t3-lisboa/i1519674
1592931,199000,77,3,P,2584.00,olivais,0.56,38.77876000,-9.11764000,https://supercasa.pt/venda-apartamento-t3-lisboa/i1592931
1605891,199000,69,2,D,2884.00,olivais,0.62,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1605891
661802,1150000,275,3,B,4181.00,olivais,0.90,38.76961032,-9.10840508,https://supercasa.pt/venda-apartamento-t3-lisboa/i661802
1572028,370000,126,5,D,2936.00,olivais,0.63,38.77358880,-9.11486920,https://supercasa.pt/venda-apartamento-t5-lisboa/i1572028
1526559,1675000,261,4,B,6417.00,olivais,1.38,38.77215100,-9.11794650,https://supercasa.pt/venda-moradia-t4-lisboa/i1526559
1312443,798500,145,6,D,5506.00,olivais,1.18,38.75977729,-9.11344920,https://supercasa.pt/venda-moradia-t6-lisboa/i1312443
1575991,394000,138,4,F,2855.00,olivais,0.61,38.76476100,-9.11728900,https://supercasa.pt/venda-apartamento-t4-lisboa/i1575991
1304155,350000,100,4,E,3500.00,olivais,0.75,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t4-lisboa/i1304155
1567083,775000,192,5,E,4036.00,olivais,0.87,38.76252800,-9.12345300,https://supercasa.pt/venda-moradia-t5-lisboa/i1567083
916580,375000,95,3,E,3947.00,olivais,0.85,38.77602770,-9.10963830,https://supercasa.pt/venda-apartamento-t3-lisboa/i916580
1611920,249900,59,2,C,4235.00,olivais,0.91,38.76657300,-9.12159900,https://supercasa.pt/venda-apartamento-t2-lisboa/i1611920
1577507,229000,71,4,D,3225.00,olivais,0.69,38.76597000,-9.12133600,https://supercasa.pt/venda-apartamento-t4-lisboa/i1577507
1171080,450000,124,4,C,3629.00,olivais,0.78,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t4-lisboa/i1171080
928718,520000,169,3,B,3076.00,olivais,0.66,38.76199150,-9.11430810,https://supercasa.pt/venda-apartamento-t3-lisboa/i928718
1506078,775000,180,6,C,4305.00,olivais,0.92,38.77215100,-9.11794650,https://supercasa.pt/venda-moradia-t6-lisboa/i1506078
1572508,850000,166,6,D,5120.00,olivais,1.10,38.77773100,-9.11472100,https://supercasa.pt/venda-moradia-t6-lisboa/i1572508
1554424,415000,120,4,C,3458.00,olivais,0.74,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t4-lisboa/i1554424
617001,867000,284,4,A,3052.00,olivais,0.66,38.74718000,-9.11524670,https://supercasa.pt/venda-apartamento-t4-lisboa/i617001
538944,1150000,274,3,B,4197.00,olivais,0.90,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t3-lisboa/i538944
1530219,1450000,276,5,D,5253.00,olivais,1.13,38.77215100,-9.11794650,https://supercasa.pt/venda-moradia-t5-lisboa/i1530219
1368559,535000,127,3,D,4212.00,olivais,0.90,38.77275180,-9.11371527,https://supercasa.pt/venda-moradia-t3-lisboa/i1368559
1314290,340000,91,2,D,3736.00,olivais,0.80,38.76238007,-9.11943972,https://supercasa.pt/venda-apartamento-t2-lisboa/i1314290
1614447,140000,47,1,A,2978.00,olivais,0.64,38.75942000,-9.09298400,https://supercasa.pt/venda-moradia-t1-lisboa/i1614447
1601336,650000,107,2,B,6074.00,olivais,1.30,38.76274200,-9.11523100,https://supercasa.pt/venda-apartamento-t2-lisboa/i1601336
1608313,850000,139,4,A,6115.00,olivais,1.31,38.77638120,-9.11228554,https://supercasa.pt/venda-moradia-t4-lisboa/i1608313
1278638,320000,95,2,A,3368.00,olivais,0.72,38.77215100,-9.11794650,https://supercasa.pt/venda-apartamento-t2-lisboa/i1278638
1559671,285000,76,3,C,3750.00,olivais,0.81,38.76687600,-9.12437100,https://supercasa.pt/venda-apartamento-t3-lisboa/i1559671
1451095,225000,78,1,E,2884.00,olivais,0.62,38.77972200,-9.12156200,https://supercasa.pt/venda-apartamento-t1-lisboa/i1451095
1419547,475000,62,1,C,7661.00,olivais,1.65,38.74683800,-9.10482400,https://supercasa.pt/venda-apartamento-t1-lisboa/i1419547
1558032,745000,238,9,C,3130.00,olivais,0.67,38.76555800,-9.11799700,https://supercasa.pt/venda-moradia-t9-lisboa/i1558032
1414106,298000,70,2,A,4257.00,olivais,0.91,38.77269727,-9.11243086,https://supercasa.pt/venda-apartamento-t2-lisboa/i1414106
1253614,220000,77,2,A,2857.00,olivais,0.61,38.77980105,-9.12122231,https://supercasa.pt/venda-apartamento-t2-lisboa/i1253614
1489450,1290000,216,6,E,5972.00,olivais,1.28,38.76425000,-9.12583270,https://supercasa.pt/venda-moradia-t6-lisboa/i1489450
1548050,450000,115,4,C,3913.00,olivais,0.84,38.76445700,-9.12255100,https://supercasa.pt/venda-apartamento-t4-lisboa/i1548050
